employees,revenue,venture,sbir,state,zip,tech,tech_broad,campus,latitude,longitude,city,state,county,zip,congressional,state_assembly,state_senate
,,,,NY,10001,Electronic Systems and Components,Electronic Systems,UCLA,40.74457848,-73.9876062,New York,NY,New York County,10001,NY12,Assembly District 75,State Senate District 28
1,"$130,000",,,CA,91436,Medical Therapeutics,Medical,UCLA,34.152397,-118.506147,Encino,CA,Los Angeles County,91436,CA30,Assembly District 45,State Senate District 27
,,,,CA,90017,Medical Diagnostics,Medical,UCLA,34.052913,-118.26434,Los Angeles,CA,Los Angeles County,90017,CA34,Assembly District 53,State Senate District 24
,,,,CA,90230,Research Tools,Research Tools,UCLA,33.98423662,-118.389712,Culver City,CA,Los Angeles County,90230,CA37,Assembly District 54,State Senate District 30
1,"$79,000",,,CA,91007,Medical Therapeutics,Medical,UCLA,34.129576,-118.045904,Arcadia,CA,Los Angeles County,91007,CA27,Assembly District 49,State Senate District 22
,,,,CA,90232,Research Tools,Research Tools,UCLA,34.01114808,-118.3898769,Culver City,CA,Los Angeles County,90232,CA37,Assembly District 54,State Senate District 30
26,"$4,900,000","$103,169,000",,CA,90245,Environment,Environment,UCLA,33.92571445,-118.3927093,El Segundo,CA,Los Angeles County,90245,CA33,Assembly District 62,State Senate District 26
5,"$350,000",,,CA,91001,Medical Diagnostics,Medical,UCLA,34.18939084,-118.1230236,Altadena,CA,Los Angeles County,91001,CA27,Assembly District 41,State Senate District 25
3,"$180,000",,"$69,754",CA,90024,Medical Therapeutics,Medical,UCLA,34.05785142,-118.4472517,Los Angeles,CA,Los Angeles County,90024,CA33,Assembly District 54,State Senate District 26
3,"$190,000",,"$149,848",MT,59718,Medical Therapeutics,Medical,UCLA,45.67022956,-111.0674579,Bozeman,MT,Gallatin County,59718,MT00,State House District 63,State Senate District 32
,,,,CA,90405,Medical Diagnostics,Medical,UCLA,34.017294,-118.458491,Santa Monica,CA,Los Angeles County,90405,CA33,Assembly District 50,State Senate District 26
3,"$230,000",,,MA,2093,Medical Diagnostics,Medical,UCLA,42.07073723,-71.31305106,Wrentham,MA,Norfolk County,2093,MA04,9th Norfolk District,"Norfolk, Bristol & Middlesex District"
3,"$320,000",,"$2,279,345",CA,90057,Research Tools,Research Tools,UCLA,34.063015,-118.272918,Los Angeles,CA,Los Angeles County,90057,CA34,Assembly District 53,State Senate District 24
,,"$2,280,000",,CA,90025,Medical Diagnostics,Medical,UCLA,34.03855153,-118.4415741,Los Angeles,CA,Los Angeles County,90025,CA37,Assembly District 54,State Senate District 26
5,"$430,000",,"$4,706,355",CA,90755,Research Tools,Research Tools,UCLA,33.802945,-118.16824,Signal Hill,CA,Los Angeles County,90755,CA47,Assembly District 70,State Senate District 33
1,"$62,000",,,CA,92629,Medical Devices,Medical,UCLA,33.48731738,-117.71222,Dana Point,CA,Orange County,92629,CA49,Assembly District 73,State Senate District 36
,,"$7,500,000","$600,000",CA,90024,Medical Therapeutics,Medical,UCLA,34.05785142,-118.4472517,Los Angeles,CA,Los Angeles County,90024,CA33,Assembly District 54,State Senate District 26
,,,,CA,92121,Medical Therapeutics,Medical,UCLA,32.88129742,-117.1909373,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
3,"$84,000","$16,400,000","$781,190",CA,92009,Research Tools,Research Tools,UCLA,33.082192,-117.267169,Carlsbad,CA,San Diego County,92009,CA49,Assembly District 76,State Senate District 36
,,"$2,200,000",,CA,90025,Electronic Systems and Components,Electronic Systems,UCLA,34.048033,-118.462619,Los Angeles,CA,Los Angeles County,90025,CA37,Assembly District 50,State Senate District 26
2,"$100,000",,,CA,91316,Medical Therapeutics,Medical,UCLA,34.16104171,-118.5110531,Encino,CA,Los Angeles County,91316,CA30,Assembly District 45,State Senate District 27
,,,,NY,10001,Medical Devices,Medical,UCLA,40.74457848,-73.9876062,New York,NY,New York County,10001,NY12,Assembly District 75,State Senate District 28
6,"$400,000",,"$849,967",CA,90404,Software and Services,Information Technology,UCLA,34.03076395,-118.4645803,Santa Monica,CA,Los Angeles County,90404,CA33,Assembly District 50,State Senate District 26
5,"$350,000",,"$299,984",CA,91302,Electronic Systems and Components,Electronic Systems,UCLA,34.14729088,-118.6332113,Calabasas,CA,Los Angeles County,91302,CA33,Assembly District 45,State Senate District 27
5,"$480,000",,"$849,999",CA,95014,Energy,Energy,UCLA,37.322849,-122.0226236,Cupertino,CA,Santa Clara County,95014,CA17,Assembly District 28,State Senate District 15
,,,,CA,94025,Research Tools,Research Tools,UCLA,37.439616,-122.186373,Menlo Park,CA,San Mateo County,94025,CA18,Assembly District 24,State Senate District 13
1,"$95,000","$50,000",,CA,94085,Medical Diagnostics,Medical,UCLA,37.38105233,-121.9879067,Mountain View,CA,Santa Clara County,94085,CA17,Assembly District 24,State Senate District 13
378,,"$107,925,000","$374,988",CA,92121,Medical Therapeutics,Medical,UCLA,32.88815482,-117.1768006,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
19,"$1,500,000","$765,000","$361,425",CA,90045,Medical diagnostics,Medical,UCLA,33.942108,-118.417488,Los Angeles,CA,Los Angeles County,90045,CA43,Assembly District 62,State Senate District 26
,,"$539,000",,ON,CANADA,Medical Diagnostics,Medical,UCLA,,,,,,,,,
2,"$140,000",,"$445,017",CA,90095,Medical Diagnostics,Medical,UCLA,34.06443016,-118.444913,Los Angeles,CA,Los Angeles County,90024,CA33,Assembly District 54,State Senate District 26
2,"$110,000",,,CA,91403,Medical Therapeutics,Medical,UCLA,34.16485,-118.459612,Sherman Oaks,CA,Los Angeles County,91403,CA30,Assembly District 46,State Senate District 18
47,,"$27,500,000",,CA,92130,"Communications, Information Technology, and Data Processing",Information Technology,UCLA,32.93500835,-117.2372639,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,90212,Medical Diagnostics,Medical,UCLA,34.06221,-118.401966,Beverly Hills,CA,Los Angeles County,90212,CA33,Assembly District 50,State Senate District 26
5,"$560,000","$1,165,000","$116,842",CA ,92691,medical devices,Medical,UCLA,33.62356633,-117.6781745,Mission Viejo,CA,Orange County,92691,CA45,Assembly District 73,State Senate District 36
2,"$280,000",,,CA,91364,"Communications, Information Technology, and Data Processing",Information Technology,UCLA,34.153733,-118.593408,Woodland Hills,CA,Los Angeles County,91364,CA30,Assembly District 45,State Senate District 27
290,"$217,960,000","$51,433,000",,CA,92130,Medical Therapeutics,Medical,UCLA,32.93683697,-117.2368447,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,90024,Software and Services,Information Technology,UCLA,34.06198668,-118.447934,Los Angeles,CA,Los Angeles County,90024,CA33,Assembly District 54,State Senate District 26
1,"$130,000","$550,000","$497,925",CA,90211,Medical Therapeutics,Medical,UCLA,34.064958,-118.382979,Beverly Hills,CA,Los Angeles County,90211,CA33,Assembly District 50,State Senate District 26
,,,,NY,10022,Software and Services,Information Technology,UCLA,40.76025921,-73.9757199,New York,NY,New York County,10022,NY12,Assembly District 73,State Senate District 27
2,"$170,000",,,CA,90077,Medical diagnostics,Medical,UCLA,34.08861539,-118.4572688,Los Angeles,CA,Los Angeles County,90077,CA33,Assembly District 50,State Senate District 26
4,"$270,000",,"$200,000",CA,90402,Medical Therapeutics,Medical,UCLA,34.03613845,-118.49794,Santa Monica,CA,Los Angeles County,90402,CA33,Assembly District 50,State Senate District 26
,,"$7,000,000","$3,318,278",CA,90230,Research Tools,Research Tools,UCLA,33.98423662,-118.389712,Culver City,CA,Los Angeles County,90230,CA37,Assembly District 54,State Senate District 30
5,"$520,000","$4,320,000","$399,217",CA,91731,Energy,Energy,UCLA,34.07158093,-118.0602316,El Monte,CA,Los Angeles County,91731,CA32,Assembly District 49,State Senate District 22
11,"$840,000",,,CA,90404,Software and Services,Information Technology,UCLA,34.03243843,-118.4637253,Santa Monica,CA,Los Angeles County,90404,CA33,Assembly District 50,State Senate District 26
1,"$88,000",,"$100,000",CA,90025,Software and Services,Information Technology,UCLA,34.043047,-118.4658964,Los Angeles,CA,Los Angeles County,90025,CA37,Assembly District 50,State Senate District 26
9,"$620,000","$1,000,000",,CA,91320,Medical Therapeutics,Medical,UCLA,34.175921,-118.905874,Newbury Park,CA,Ventura County,91320,CA26,Assembly District 44,State Senate District 27
5,"$450,000",,,CA,91381,Medical Devices,Medical,UCLA,34.39048,-118.57372,Stevenson Ranch,CA,Los Angeles County,91381,CA25,Assembly District 38,State Senate District 27
,,,,CA,90024,Research Tools,Research Tools,UCLA,34.06974092,-118.4267349,Los Angeles,CA,Los Angeles County,90024,CA33,Assembly District 54,State Senate District 26
8,"$760,000",,"$1,611,778",CA,90278,Advanced Materials,Advanced Materials,UCLA,33.88736978,-118.3636639,Redondo Beach,CA,Los Angeles County,90278,CA33,Assembly District 66,State Senate District 26
8,"$640,000","$33,050,000",,MA,2421,Medical Diagnostics,Medical,UCLA,42.442567,-71.226453,Lexington,MA,Middlesex County,2421,MA05,15th Middlesex District,Fourth Middlesex District
7,"$460,000",,,CA,91505,Research Tools,Research Tools,UCLA,34.16934249,-118.3535607,Burbank,CA,Los Angeles County,91505,CA30,Assembly District 43,State Senate District 18
,,,,WV,26003,Medical Diagnostics,Medical,UCLA,40.11806531,-80.69873224,Wheeling,WV,Ohio County,26003,WV01,State House District 3,State Senate District 1
4,"$200,000",,,NC,28207,Research Tools,Research Tools,UCLA,35.19037161,-80.82805857,Charlotte,NC,Mecklenburg County,28207,NC09,State House District 88,State Senate District 39
10,"$940,000","$9,673,785",,CA,90292,Research Tools,Research Tools,UCLA,33.98779107,-118.4444637,Marina del Rey,CA,Los Angeles County,90292,CA33,Assembly District 62,State Senate District 26
,,,,CA,94024,Electronic Systems and Components,Electronic Systems,UCLA,37.352252,-122.094337,Los Altos,CA,Santa Clara County,94024,CA18,Assembly District 24,State Senate District 13
,,,"$8,615,848",CA,94158,Medical therapeutics,Medical,UCLA,37.76573875,-122.3880476,San Francisco,CA,San Francisco County,94107,CA12,Assembly District 17,State Senate District 11
12,"$2,800,000","$10,127,000",,CA,94089,Advanced Materials,Advanced Materials,UCLA,37.40950445,-121.9885218,Sunnyvale,CA,Santa Clara County,94087,CA17,Assembly District 24,State Senate District 13
10,"$500,000","$20,000,000",,MA,1742,Medical Therapeutics,Medical,UCLA,42.459443,-71.351935,Concord,MA,Middlesex County,1742,MA03,14th Middlesex District,Third Middlesex District
,,,"$194,406",CA,90034,Medical Therapeutics,Medical,UCLA,34.02674743,-118.4160779,Los Angeles,CA,Los Angeles County,90034,CA37,Assembly District 54,State Senate District 30
,,,,CA,90025,Medical Therapeutics,Medical,UCLA,34.04589378,-118.45079,Los Angeles,CA,Los Angeles County,90025,CA37,Assembly District 54,State Senate District 26
,,"$2,000,000",,CA,90404,Medical Diagnostics,Medical,UCLA,34.03531373,-118.4718124,Santa Monica,CA,Los Angeles County,90404,CA33,Assembly District 50,State Senate District 26
,,"$2,000,000",,CA,90403,Medical Therapeutics,Medical,UCLA,34.037541,-118.475555,Santa Monica,CA,Los Angeles County,90403,CA33,Assembly District 50,State Senate District 26
,,,,CA,94025,Medical Diagnostics,Medical,UCLA,37.439616,-122.186373,Menlo Park,CA,San Mateo County,94025,CA18,Assembly District 24,State Senate District 13
3,"$210,000",,"$79,998",AZ,85018,"Communications, Information Technology, and Data Processing",Information Technology,UCLA,33.50956303,-111.9880515,Phoenix,AZ,Maricopa County,85018,AZ09,State House District 28,State Senate District 28
,,,,CA,94104,Medical Devices,Medical,UCLA,37.79369167,-122.401255,San Francisco,CA,San Francisco County,94104,CA12,Assembly District 17,State Senate District 11
10,"$600,000","$1,600,000",,CA,90301,Advanced Materials,Advanced Materials,UCLA,33.95527783,-118.3717921,Inglewood,CA,Los Angeles County,90301,CA43,Assembly District 62,State Senate District 35
3,"$240,000",,,CA,95134,Software and Services,Information Technology,UCLA,37.404634,-121.934232,San Jose,CA,Santa Clara County,95134,CA17,Assembly District 25,State Senate District 10
,,,,CA,90067,Research Tools,Research Tools,UCLA,34.06107,-118.418405,Los Angeles,CA,Los Angeles County,90067,CA37,Assembly District 54,State Senate District 30
3,"$240,000",,,CA,92660,Medical Therapeutics,Medical,UCLA,33.637771,-117.875189,Newport Beach,CA,Orange County,92660,CA48,Assembly District 74,State Senate District 37
,,,,TX,75034,"Communications, Information Technology, and Data Processing",Information Technology,UCLA,33.09263478,-96.83971339,Frisco,TX,Collin County,75034,TX03,State House District 33,State Senate District 8
2,"$180,000",,"$704,810",CA,92507,Electronic Systems and Components,Electronic Systems,UC Riverside,34.00115908,-117.3356717,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
,,,,CA,92121,Research Tools,Research Tools,UC Riverside,32.87781831,-117.213137,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
,,,,CA,92507,Advanced Materials,Advanced Materials,UC Riverside,33.95974455,-117.3202736,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
20,"$2,900,000",,,CA,93292,Agriculture,Agriculture,UC Riverside,36.37559,-119.211689,Visalia,CA,Tulare County,93292,CA22,Assembly District 26,State Senate District 14
8,"$100,000","$2,000,000",,CA,95138,Medical Therapeutics,Medical,UC Riverside,37.258733,-121.745159,San Jose,CA,Santa Clara County,95138,CA19,Assembly District 25,State Senate District 17
,,,,CA,92506,Software and Services,Information Technology,UC Riverside,33.92682463,-117.3202601,Riverside,CA,Riverside County,92506,CA41,Assembly District 61,State Senate District 31
,,,,CA,94010,Medical Therapeutics,Medical,UC Riverside,37.59961746,-122.3830984,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
3,"$180,000",,,CA,91302,Software and Services,Information Technology,UC Riverside,34.15542341,-118.6440484,Calabasas,CA,Los Angeles County,91302,CA33,Assembly District 45,State Senate District 27
,,,,NJ,8872,Agriculture,Agriculture,UC Riverside,40.454895,-74.351987,Sayreville,NJ,Middlesex County,8872,NJ06,General Assembly District 19,State Senate District 19
2,"$140,000",,,CA,92507,Electronic Systems and Components,Electronic Systems,UC Riverside,34.00850726,-117.3497373,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
,,,,CA,90049,Energy,Energy,UC Riverside,34.08660633,-118.5038774,Los Angeles,CA,Los Angeles County,90049,CA33,Assembly District 50,State Senate District 26
,,"$80,000","$180,636",CA,92507,Advanced Materials,Advanced Materials,UC Riverside,33.99030782,-117.3467091,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
2,"$160,000",,,CA,92507,Electronic Systems and Components,Electronic Systems,UC Riverside,34.00116082,-117.3358121,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
1,"$100,000",,,CA,92782,Medical Therapeutics,Medical,UC Riverside,33.75021938,-117.780214,Tustin,CA,Orange County,92782,CA45,Assembly District 68,State Senate District 37
4,"$200,000",,,CA,92625,Research Tools,Research Tools,UC Riverside,33.59582163,-117.8739474,Corona del Mar,CA,Orange County,92625,CA48,Assembly District 74,State Senate District 37
2,"$530,000",,,CA,95476,Advanced Materials,Advanced Materials,UC Riverside,38.295607,-122.453748,Sonoma,CA,Sonoma County,95476,CA05,Assembly District 10,State Senate District 3
10,"$930,000",,"$179,320",CA,92507,Energy,Energy,UC Riverside,33.998201,-117.326316,Riverside,CA,Riverside County,92507,CA41,Assembly District 61,State Senate District 31
37,"$834,000","$55,143,000",,CO,80112,Advanced Materials,Advanced Materials,UC Riverside,39.55972631,-104.8641326,Englewood,CO,Arapahoe County,80112,CO04,State House District 44,State Senate District 30
2,"$190,000","$925,000","$1,879,484",CA,93111,Medical Therapeutics,Medical,UCSB,34.435144,-119.814255,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
7,"$540,000","$925,000","$188,739",CA,93101,Research Tools,Research Tools,UCSB,34.41495216,-119.6903589,Santa Barbara,CA,Santa Barbara County,93101,CA24,Assembly District 37,State Senate District 19
,,,"$199,858",CA,93111,Medical Therapeutics,Medical,UCSB,34.435144,-119.814255,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
9,"$1,100,000",,"$17,957,448",CA,93003,Electronic Systems and Components,Electronic Systems,UCSB,34.25274287,-119.2299015,Ventura,CA,Ventura County,93003,CA26,Assembly District 37,State Senate District 19
20,"$2,400,000","$23,614,945","$3,630,066",CA,93117,"Communications, Information Technology, and Data processing",Information Technology,UCSB,34.503802,-120.038806,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
75,"$5,400,000","$263,000,000","$1,317,402",CA,93117,"Communications, Information Technology, and Data processing",Information Technology,UCSB,34.4333404,-119.82664,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
,"$5,000,000","$12,000,000",,CA,94085,"Communications, Information Technology, and Data processing",Information Technology,UCSB,37.38318286,-121.9881914,Mountain View,CA,Santa Clara County,94085,CA17,Assembly District 24,State Senate District 13
8,"$530,000","$700,000",,CA,93101,Software and Services,Information Technology,UCSB,34.41853357,-119.697857,Santa Barbara,CA,Santa Barbara County,93101,CA24,Assembly District 37,State Senate District 19
5,"$360,000",,,CA,93105,Research Tools,Research Tools,UCSB,34.430476,-119.721965,Santa Barbara,CA,Santa Barbara County,93105,CA24,Assembly District 37,State Senate District 19
50,"$7,800,000",,"$1,143,175",CA,93117,Research Tools,Research Tools,UCSB,34.43226209,-119.8437843,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
60,"$8,700,000","$25,957,000","$4,692,527",CA,93117,Electronic Systems and Components,Electronic Systems,UCSB,34.43162698,-119.8662627,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
,,,,CA,90017,Environment,Environment,UCSB,34.052913,-118.26434,Los Angeles,CA,Los Angeles County,90017,CA34,Assembly District 53,State Senate District 24
2,"$120,000","$3,000,000",,AZ,85704,Medical Therapeutics,Medical,UCSB,32.35361456,-110.9784156,Tucson,AZ,Pima County,85704,AZ01,State House District 11,State Senate District 11
10,"$410,000","$8,000,000",,CA,92121,Medical Diagnostics,Medical,UCSB,32.89467023,-117.2128333,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
15,"$1,700,000","$27,010,845","$2,862,837",CA,91361,Medical Diagnostics,Medical,UCSB,34.16069989,-118.8345799,Westlake Village,CA,Los Angeles County,91361,CA26,Assembly District 44,State Senate District 27
41,"$6,000,000","$102,600,000","$468,956",CA,94080,Medical Therapeutics,Medical,UCSB,37.66252964,-122.3884541,South San Francisco,CA,San Mateo County,94080,CA14,Assembly District 22,State Senate District 13
2,"$150,000",,"$411,569",CA,93103,Research tools,Research Tools,UCSB,34.42105353,-119.6863796,Santa Barbara,CA,Santa Barbara County,93103,CA24,Assembly District 37,State Senate District 19
3,"$260,000","$7,750,000",,CA,93111,Software and Services,Information Technology,UCSB,34.434942,-119.809157,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
,,,,CA,95129,Electronic Systems and Components,Electronic Systems,UCSB,37.29578418,-121.9891721,San Jose,CA,Santa Clara County,95129,CA18,Assembly District 28,State Senate District 15
,,,"$2,322,497",CA,93111,Medical Therapeutics,Medical,UCSB,34.435144,-119.814255,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
50,"$4,100,000","$55,962,273",,CA,93117,Software and Services,Information Technology,UCSB,34.4302315,-119.8645168,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
20,,"$42,222,000","$749,930",CA,93111,Energy,Energy,UCSB,34.42984282,-119.8216986,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
7,"$710,000","$1,500,000","$1,623,988",CA,93111,Electronic Systems and components,Electronic Systems,UCSB,34.435144,-119.814255,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
4,"$280,000",,,CA,93101,Research tools,Research Tools,UCSB,34.43065992,-119.7144474,Santa Barbara,CA,Santa Barbara County,93101,CA24,Assembly District 37,State Senate District 19
,,,,CA,91203,Medical Therapeutics,Medical,UCSB,34.153338,-118.262974,Glendale,CA,Los Angeles County,91203,CA28,Assembly District 43,State Senate District 25
12,"$1,900,000","$8,500,000","$99,507",CA,93117,Electronic Systems and components,Electronic Systems,UCSB,34.43354648,-119.82664,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
3,"$250,000","$27,517,725",,CA,93117,"Communications, Information Technology, and Data Processing",Information Technology,UCSB,34.43011605,-119.8717387,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
7,"$500,000",,,CA,93117,Energy,Energy,UCSB,34.43567139,-119.8450123,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
9,"$530,000",,,NC,27604,Advanced Materials,Advanced Materials,UCSB,35.796331,-78.637181,Raleigh,NC,Wake County,27604,NC04,State House District 34,State Senate District 16
2,"$170,000","$2,000,000","$449,985",CA,93111,Energy,Energy,UCSB,34.435144,-119.814255,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
,,,"$5,191,672",CA,91362,Electronic Systems and components,Electronic Systems,UCSB,34.15669163,-118.7928078,Thousand Oaks,CA,Ventura County,91362,CA26,Assembly District 44,State Senate District 27
,,,"$149,994",CA,93101,Electronic Systems and components,Electronic Systems,UCSB,34.421897,-119.707135,Santa Barbara,CA,Santa Barbara County,93101,CA24,Assembly District 37,State Senate District 19
,,,,CA,90250,Medical Therapeutics,Medical,UCSB,33.914775,-118.348083,Hawthorne,CA,Los Angeles County,90250,CA43,Assembly District 62,State Senate District 35
15,"$1,300,000","$3,200,000",,CA,93105,Medical Therapeutics,Medical,UCSB,34.508099,-119.868622,Santa Barbara,CA,Santa Barbara County,93105,CA24,Assembly District 37,State Senate District 19
4,"$400,000","$17,283,500","$68,668",NM,87113,Advanced Materials,Advanced Materials,UCSB,35.19210844,-106.5864932,Albuquerque,NM,Bernalillo County,87113,NM01,State House District 15,State Senate District 13
6,"$650,000","$41,075,000",,MA,2412,Medical Diagnostics,Medical,UCSB,42.083434,-71.018379,Brockton,MA,Plymouth County,2412,MA08,9th Plymouth District,Second Plymouth & Bristol District
,,,,CA,93117,"Communications, Information Technology, and Data Processing",Information Technology,UCSB,34.43011537,-119.8763219,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
10,"$200,000","$10,930,000",,CA,92121,Medical Diagnostics,Medical,UCSB,32.88550455,-117.166255,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
2,"$100,000",,"$448,425",CA,93427,Electronic Systems and Components,Electronic Systems,UCSB,34.60887959,-120.2025015,Buellton,CA,Santa Barbara County,93427,CA24,Assembly District 37,State Senate District 19
,,"$2,488,000",,CA,94105,Medical Diagnostics,Medical,UCSB,37.79118818,-122.3989323,San Francisco,CA,San Francisco County,94105,CA12,Assembly District 17,State Senate District 11
125,"$22,500,000","$95,362,000","$2,447,695",CA,94555,Electronic Systems and components,Electronic Systems,UCSB,37.54921,-122.067641,Fremont,CA,Alameda County,94555,CA15,Assembly District 20,State Senate District 10
4,"$200,000",,"$502,178",CA,90274,Research Tools,Research Tools,UCSB,33.794039,-118.3619061,Palos Verdes Peninsula,CA,Los Angeles County,90274,CA33,Assembly District 66,State Senate District 26
5,"$600,000","$4,352,820",,CA,93117,Environment,Environment,UCSB,34.43011605,-119.8717387,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
,,,,CA,93117,Research Tools,Research Tools,UCSB,34.41730733,-119.8613313,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
11,"$900,000",,"$916,272",CA,93111,Electronic Systems and Components,Electronic Systems,UCSB,34.42984282,-119.8216986,Santa Barbara,CA,Santa Barbara County,93111,CA24,Assembly District 37,State Senate District 19
53,"$5,700,000","$174,226,000","$569,668",CA__,93117,Energy,Energy,UCSB,34.43192543,-119.8597393,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
1,"$77,000",,,TX,77030,Medical Diagnostics,Medical,UCSB,29.706787,-95.401748,Houston,TX,Harris County,77030,TX09,State House District 134,State Senate District 13
2,"$180,000",,"$4,831,601",CA,93117,Advanced materials,Advanced Materials,UCSB,34.43224033,-119.86395,Goleta,CA,Santa Barbara County,93117,CA24,Assembly District 37,State Senate District 19
,,,,CA,94305,Electronic Systems and Components,Electronic Systems,UCSC,37.42509,-122.1675,Stanford,CA,Santa Clara County,94305,CA18,Assembly District 24,State Senate District 13
1,"$120,000","$941,000","$840,787",CA,94114,Software and Services,Information Technology,UCSC,37.76521967,-122.4318195,San Francisco,CA,San Francisco County,94114,CA12,Assembly District 17,State Senate District 11
,,,,CA,95066,Research Tools,Research Tools,UCSC,37.04019621,-122.0337041,Scotts Valley,CA,Santa Cruz County,95066,CA18,Assembly District 29,State Senate District 17
,,,,CA,95066,Research Tools,Research Tools,UCSC,37.04019621,-122.0337041,Scotts Valley,CA,Santa Cruz County,95066,CA18,Assembly District 29,State Senate District 17
4,"$240,000",,,CA,95060,Research Tools,Research Tools,UCSC,36.95979014,-122.0570296,Santa Cruz,CA,Santa Cruz County,95060,CA20,Assembly District 29,State Senate District 17
,,,,CA,95060,Research Tools,Research Tools,UCSC,36.975193,-122.02545,Santa Cruz,CA,Santa Cruz County,95060,CA20,Assembly District 29,State Senate District 17
,,,,CA,90232,Medical Devices,Medical,UCSC,34.01856438,-118.3986857,Culver City,CA,Los Angeles County,90232,CA37,Assembly District 54,State Senate District 30
4,"$190,000",,"$422,105",CA,95138,Medical Devices,Medical,UCSC,37.258733,-121.745159,San Jose,CA,Santa Clara County,95138,CA19,Assembly District 25,State Senate District 17
,,"$8,605,000",,CA,94402,Research Tools,Research Tools,UCSC,37.55987576,-122.3056455,San Mateo,CA,San Mateo County,94402,CA14,Assembly District 22,State Senate District 13
30,"$3,100,000","$2,668,000",,CA,94010,Software and Services,Information Technology,UCSC,37.59132108,-122.359813,Burlingame,CA,San Mateo County,94010,CA14,Assembly District 22,State Senate District 13
3,"$240,000",,"$149,985",CA,95060,Research Tools,Research Tools,UCSC,36.975193,-122.02545,Santa Cruz,CA,Santa Cruz County,95060,CA20,Assembly District 29,State Senate District 17
,,,,CA,95131,Electronic Systems and Components,Electronic Systems,UCSC,37.3850674,-121.9270504,San Jose,CA,Santa Clara County,95131,CA17,Assembly District 25,State Senate District 10
10,"$560,000",,,CA,92121,Research Tools,Research Tools,UCSD,32.87781831,-117.213137,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
,,,,CA,92014,Medical Therapeutics,Medical,UCSD,32.942067,-117.258256,Del Mar,CA,San Diego County,92014,CA49,Assembly District 78,State Senate District 39
140,"$15,500,000","$62,250,000",,CA,92127,"Communications, Information Technology, and Data Processing",Information Technology,UCSD,33.021243,-117.120915,San Diego,CA,San Diego County,92127,CA52,Assembly District 77,State Senate District 38
,,,,CA,92130,Medical Therapeutics,Medical,UCSD,32.92746264,-117.2204015,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,,,CA,92130,Medical Devices,Medical,UCSD,32.9490235,-117.2104168,San Diego,CA,San Diego County,92130,CA52,Assembly District 77,State Senate District 39
,,"$375,000",,CA,92121,Medical Therapeutics,Medical,UCSD,32.87735919,-117.2076234,San Diego,CA,San Diego County,92121,CA52,Assembly District 78,State Senate District 39
3,"$400,000",,,CA,92121,Medical Therapeutics,Medical,UCSD,32.88497755,-117.1710507,San Diego,CA,San Diego County,92121,CA52,Assembly District 77,State Senate District 39
